 Name,Email ID,Attendence,College Name,,CGPA,Speaking Skills,ML Knowledge,Placement Status
Uddhav ,uddhav@xyz.com,95%,don bosco college of engineering fatorda goa,,7.9,3,3,0
Niranjan,niranjan@xyz.com,95%,pillai college of engineering new panvel,,7.1,2,2,0
Vaibhav,vaibhav@xyz.com,95%,st xavier's college ,,8.3,5,5,0
Pranita,pranita@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.7,3,3,0
Vishnu,vishnu@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8,3,3,0
Aryan,aryan@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.5,5,5,0
Aniket ,aniket@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.4,3,3,0
Sumati,sumati@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,6.8,3,3,0
Amit,amit@xyz.com,95%,silicon institute of technology,,6.7,3,3,0
Srushti ,srushti@xyz.com,95%,adhiyamaan college of engineering,,7.9,5,5,0
Vinodgouda ,vinodgouda@xyz.com,95%,don bosco college of engineering fatorda goa,,9.3,5,5,0
Rajeshwari,rajeshwari@xyz.com,95%,pillai college of engineering new panvel,,6.9,2,2,0
Mahalaxmi ,mahalaxmi@xyz.com,95%,st xavier's college ,,8.9,3,3,0
Shoaib,shoaib@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.3,3,3,0
Piyanshu ,piyanshu@xyz.com,95%,a. c. patil college of engineering,,7.2,3,3,0
Preeti,preeti@xyz.com,95%,wilson college ,,8.1,3,3,0
Arpita,arpita@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.5,3,3,0
Manoj ,manoj@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.6,2,2,0
Shivam,shivam@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.5,3,3,0
Akhilesh,akhilesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.9,3,3,0
Radhika,radhika@xyz.com,95%,government polytechnic gandhinagar,,9.3,3,3,0
Jaimin,jaimin@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.6,3,3,0
Abhishek ,abhishek@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,3,3,0
Sapna,sapna@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.3,3,3,0
Rahul,rahul@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,5,5,0
Rishab,rishab@xyz.com,95%,st.francis institute of technology,,7.6,2,2,0
Iqra,iqra@xyz.com,95%,new horizon institute of technology and management ,,8,2,2,0
Chetan,chetan@xyz.com,95%,late g. n. sapkal college of engineering,,7.2,3,3,0
Franklin,franklin@xyz.com,95%,"symbiosis institute of technology, pune",,9.1,3,3,0
Akhilesh,akhilesh@xyz.com,95%,"mit academy of engineering ,alandi",,6.7,2,2,0
Monica,monica@xyz.com,95%,a. c. patil college of engineering,,7.1,5,5,0
Siddarth,siddarth@xyz.com,95%,wilson college ,,7.1,3,3,0
Shivam,shivam@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.5,3,3,0
Amruta,amruta@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.2,3,3,0
Aishwarya,aishwarya@xyz.com,95%,"mit academy of engineering ,alandi",,7.9,5,5,0
Sanjay,sanjay@xyz.com,95%,a. c. patil college of engineering,,7.3,3,3,0
Iqra,iqra@xyz.com,95%,wilson college ,,7.3,2,2,0
Priyanka,priyanka@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.8,5,5,0
pavankumar,pavankumar@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.1,2,2,0
SAHIL,sahil@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,6.9,2,2,0
Pallavi,pallavi@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.4,2,2,0
Satish,satish@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.7,5,5,0
Fiza,fiza@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.2,2,2,0
Istiyak,istiyak@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.3,2,2,0
Rohit,rohit@xyz.com,95%,silicon institute of technology,,7.9,5,5,0
Mohammed,mohammed@xyz.com,95%,adhiyamaan college of engineering,,9.9,2,2,0
Harini,harini@xyz.com,95%,don bosco college of engineering fatorda goa,,7.6,2,2,0
Afra,afra@xyz.com,95%,pillai college of engineering new panvel,,9.3,3,3,0
Kartik,kartik@xyz.com,95%,st xavier's college ,,6.4,3,3,0
Nayan,nayan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.4,5,5,0
Manjiri ,manjiri@xyz.com,95%,a. c. patil college of engineering,,6.6,3,3,0
Dhivya,dhivya@xyz.com,95%,wilson college ,,7.8,3,3,0
Aryan ,aryan@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.7,5,5,0
Rohan,rohan@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.2,3,3,0
Mitkumar,mitkumar@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.1,2,2,0
ANUP,anup@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8,3,3,0
Vaibhavkumar,vaibhavkumar@xyz.com,95%,government polytechnic gandhinagar,,8.5,3,3,0
Shreya,shreya@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.5,5,5,0
Ajmeri,ajmeri@xyz.com,95%,"vishwakarma institute of technology, pune",,9.1,3,3,0
Shreyash ,shreyash@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.7,5,5,0
Purva,purva@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.7,2,2,0
Neeraj,neeraj@xyz.com,95%,st.francis institute of technology,,6.5,3,3,0
Ruswin,ruswin@xyz.com,95%,new horizon institute of technology and management ,,8.8,3,3,0
Khwaja Moinuddin ,khwajamoinuddin@xyz.com,95%,late g. n. sapkal college of engineering,,9.3,3,3,0
Rupali,rupali@xyz.com,95%,"symbiosis institute of technology, pune",,7.6,2,2,0
Priyanka ,priyanka@xyz.com,95%,"mit academy of engineering ,alandi",,6.5,3,3,0
Amogh,amogh@xyz.com,95%,a. c. patil college of engineering,,8.7,3,3,0
Shravan ,shravan@xyz.com,95%,wilson college ,,9.1,5,5,0
Sahil,sahil@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.2,2,2,0
Akshata,akshata@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.3,3,3,0
Mayur ,mayur@xyz.com,95%,"mit academy of engineering ,alandi",,7.6,3,3,0
Rohan,rohan@xyz.com,95%,a. c. patil college of engineering,,7.1,5,5,0
Chaitra,chaitra@xyz.com,95%,wilson college ,,8.3,2,2,0
Vishnu,vishnu@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.2,3,3,0
pranati,pranati@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,9.9,3,3,0
Manju,manju@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.3,5,5,0
Hrutuja,hrutuja@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.1,5,5,0
Mayuriwadke,mayuriwadke@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,2,2,0
Sumit,sumit@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.3,2,2,0
Sarthak,sarthak@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.4,3,3,0
Pranay,pranay@xyz.com,95%,silicon institute of technology,,8.3,3,3,0
Nitish,nitish@xyz.com,95%,adhiyamaan college of engineering,,7.4,2,2,0
Akshay,akshay@xyz.com,95%,don bosco college of engineering fatorda goa,,6.7,5,5,0
Shivam,shivam@xyz.com,95%,pillai college of engineering new panvel,,7.3,3,3,0
Rutuja,rutuja@xyz.com,95%,st xavier's college ,,9.7,5,5,0
Darshan,darshan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.9,5,5,0
Anamika,anamika@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.2,3,3,0
Sunil,sunil@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.1,5,5,0
Roshni ,roshni@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.7,3,3,0
Ashwini,ashwini@xyz.com,95%,silicon institute of technology,,8.7,5,5,0
Swara,swara@xyz.com,95%,adhiyamaan college of engineering,,8.2,5,5,0
Manoj,manoj@xyz.com,95%,don bosco college of engineering fatorda goa,,6.8,2,2,0
Seema ,seema@xyz.com,95%,pillai college of engineering new panvel,,7.1,3,3,0
Aditya,aditya@xyz.com,95%,st xavier's college ,,8.5,5,5,0
Atish,atish@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,3,3,0
Guruprasad,guruprasad@xyz.com,95%,government polytechnic gandhinagar,,9.5,3,3,0
Shroti ,shroti@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,3,3,0
Raghavendra ,raghavendra@xyz.com,95%,"vishwakarma institute of technology, pune",,6.7,3,3,0
Hiranmay ,hiranmay@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.2,2,2,0
Kuntinath,kuntinath@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.5,3,3,0
Dr Rakhee,drrakhee@xyz.com,95%,st.francis institute of technology,,8.7,3,3,0
Fiza ,fiza@xyz.com,95%,new horizon institute of technology and management ,,9.1,5,5,0
Debrupa,debrupa@xyz.com,95%,late g. n. sapkal college of engineering,,8.9,5,5,0
Parth,parth@xyz.com,95%,"symbiosis institute of technology, pune",,7.4,3,3,0
Uma,uma@xyz.com,95%,"mit academy of engineering ,alandi",,7.3,3,3,0
Aachal,aachal@xyz.com,95%,a. c. patil college of engineering,,8.6,3,3,0
Aishawarya,aishawarya@xyz.com,95%,wilson college ,,9.2,3,3,0
Veena,veena@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.8,3,3,0
Poorva ,poorva@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,5,5,0
Bhagyalaxmi,bhagyalaxmi@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.9,2,2,0
Shruti,shruti@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.1,2,2,0
Pooja,pooja@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.5,5,5,0
Pramod,pramod@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.8,3,3,0
Omkar,omkar@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.6,2,2,0
Rohan,rohan@xyz.com,95%,silicon institute of technology,,9.6,2,2,0
Siddharth,siddharth@xyz.com,95%,adhiyamaan college of engineering,,6.2,2,2,0
shweta ,shweta@xyz.com,95%,don bosco college of engineering fatorda goa,,9.1,3,3,0
Darshan ,darshan@xyz.com,95%,pillai college of engineering new panvel,,7.2,3,3,0
Ayush,ayush@xyz.com,95%,st xavier's college ,,9.5,5,5,0
Divya,divya@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.8,3,3,0
Pranali ,pranali@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,8.4,2,2,0
Harish ,harish@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.9,5,5,0
Kirti,kirti@xyz.com,95%,government polytechnic gandhinagar,,6.6,2,2,0
Radhika ,radhika@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,6.7,2,2,0
Nooren,nooren@xyz.com,95%,"vishwakarma institute of technology, pune",,7.6,2,2,0
Keertika,keertika@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.3,3,3,0
SHANTARAM,shantaram@xyz.com,95%,g h raisoni institut of engineering and technology pune,,6.3,3,3,0
Rajeshwari,rajeshwari@xyz.com,95%,government polytechnic gandhinagar,,8.9,3,3,0
Sumit ,sumit@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.5,5,5,0
sakshi,sakshi@xyz.com,95%,"vishwakarma institute of technology, pune",,8.5,3,3,0
YOGINI,yogini@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.5,3,3,0
Renuka,renuka@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.8,3,3,0
Shrishail ,shrishail@xyz.com,95%,st.francis institute of technology,,7.9,3,3,0
Piyush,piyush@xyz.com,95%,new horizon institute of technology and management ,,7.5,2,2,0
Pratibha,pratibha@xyz.com,95%,late g. n. sapkal college of engineering,,8.3,3,3,0
kamboji,kamboji@xyz.com,95%,"symbiosis institute of technology, pune",,6.4,2,2,0
Rutuja Nandkumar,rutujanandkumar@xyz.com,95%,"mit academy of engineering ,alandi",,7.5,3,3,0
Payal ,payal@xyz.com,95%,a. c. patil college of engineering,,7.7,3,3,0
Deepak,deepak@xyz.com,95%,wilson college ,,9.9,5,5,0
Harshala,harshala@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.6,5,5,0
Vinayak ,vinayak@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,2,2,0
Mas?a,mas?a@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.7,2,2,0
Akanksha,akanksha@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.4,3,3,0
Aniruddha,aniruddha@xyz.com,95%,government polytechnic gandhinagar,,9.2,2,2,0
Nilesh,nilesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.6,3,3,0
Gunjan ,gunjan@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,2,2,0
Shreya,shreya@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.5,3,3,0
Krishna,krishna@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,6.9,5,5,0
Vinay,vinay@xyz.com,95%,st.francis institute of technology,,9.2,2,2,0
Shubham,shubham@xyz.com,95%,new horizon institute of technology and management ,,6.9,5,5,0
Prashant,prashant@xyz.com,95%,late g. n. sapkal college of engineering,,7.2,3,3,0
Chidanand,chidanand@xyz.com,95%,"symbiosis institute of technology, pune",,7.5,3,3,0
Rohan,rohan@xyz.com,95%,"mit academy of engineering ,alandi",,6.5,3,3,0
Durga ,durga@xyz.com,95%,a. c. patil college of engineering,,7.5,3,3,0
Tejas,tejas@xyz.com,95%,wilson college ,,6.9,5,5,0
Vijay,vijay@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.6,5,5,0
HARSHAL,harshal@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,6.5,3,3,0
Vaishnavi,vaishnavi@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,2,2,0
Suraj,suraj@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.7,3,3,0
Teheseen ,teheseen@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.7,3,3,0
Danamma ,danamma@xyz.com,95%,silicon institute of technology,,6.7,5,5,0
Sakshi,sakshi@xyz.com,95%,adhiyamaan college of engineering,,9,3,3,0
Pranav,pranav@xyz.com,95%,don bosco college of engineering fatorda goa,,7.2,3,3,0
Rohit ,rohit@xyz.com,95%,pillai college of engineering new panvel,,8.5,3,3,0
Omkar ,omkar@xyz.com,95%,st xavier's college ,,6.5,2,2,0
Yagnik ,yagnik@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.6,3,3,0
YOGESH,yogesh@xyz.com,95%,government polytechnic gandhinagar,,9.5,3,3,0
Shivesh,shivesh@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.1,5,5,0
Sushama,sushama@xyz.com,95%,"vishwakarma institute of technology, pune",,9.7,3,3,0
Shruti,shruti@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,9.3,3,3,0
Minal,minal@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.1,5,5,0
Neha,neha@xyz.com,95%,st.francis institute of technology,,7.6,3,3,0
SIVAKUMAR,sivakumar@xyz.com,95%,new horizon institute of technology and management ,,7.8,2,2,0
Rahul,rahul@xyz.com,95%,late g. n. sapkal college of engineering,,7.9,2,2,0
Santosh,santosh@xyz.com,95%,"symbiosis institute of technology, pune",,8.5,3,3,0
Fakeerappa,fakeerappa@xyz.com,95%,"mit academy of engineering ,alandi",,8.7,3,3,0
Surshita,surshita@xyz.com,95%,a. c. patil college of engineering,,8.3,3,3,0
Divya,divya@xyz.com,95%,wilson college ,,9.4,5,5,0
Harshini ,harshini@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,8.6,3,3,0
Poonam,poonam@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,8.5,2,2,0
Prerna,prerna@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.1,2,2,0
Prajwal ,prajwal@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.7,3,3,0
Kirtesh,kirtesh@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.5,3,3,0
Vishal,vishal@xyz.com,95%,"vidyalankar institute of technology, mumbai",,7.2,3,3,0
Tisha,tisha@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,7.6,2,2,0
Anishka,anishka@xyz.com,95%,silicon institute of technology,,7.3,3,3,0
Sahil,sahil@xyz.com,95%,adhiyamaan college of engineering,,7.3,5,5,0
Dhanshri,dhanshri@xyz.com,95%,don bosco college of engineering fatorda goa,,9.4,5,5,0
Sourabh,sourabh@xyz.com,95%,pillai college of engineering new panvel,,6.6,2,2,0
Sourabh,sourabh@xyz.com,95%,st xavier's college ,,6.6,5,5,0
SIDDHESH,siddhesh@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8.5,3,3,0
Novel,novel@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,7.7,3,3,0
Kanak,kanak@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.1,3,3,0
Rongala ,rongala@xyz.com,95%,government polytechnic gandhinagar,,7.9,5,5,0
Praveen,praveen@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.1,5,5,0
Amreen,amreen@xyz.com,95%,"vishwakarma institute of technology, pune",,8.3,5,5,0
Pranav,pranav@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.7,2,2,0
Arun,arun@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8,5,5,0
Pranesh,pranesh@xyz.com,95%,government polytechnic gandhinagar,,6.5,5,5,0
Sahil,sahil@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.4,3,3,0
Manishkumar,manishkumar@xyz.com,95%,"vishwakarma institute of technology, pune",,6.8,3,3,0
Varad,varad@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,2,2,0
Rohan,rohan@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.9,5,5,0
Vaibhavi,vaibhavi@xyz.com,95%,st.francis institute of technology,,9.3,3,3,0
Deepali ,deepali@xyz.com,95%,new horizon institute of technology and management ,,6.9,3,3,0
Gautam,gautam@xyz.com,95%,late g. n. sapkal college of engineering,,8.9,3,3,0
Sahil,sahil@xyz.com,95%,"symbiosis institute of technology, pune",,8.3,3,3,0
Gowthami,gowthami@xyz.com,95%,"mit academy of engineering ,alandi",,7.2,3,3,0
Madhura,madhura@xyz.com,95%,a. c. patil college of engineering,,8.1,3,3,0
Ujjwal,ujjwal@xyz.com,95%,wilson college ,,9.5,5,5,0
Komal,komal@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.6,3,3,0
Ishaque ,ishaque@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.5,5,5,0
Kutubkhan,kutubkhan@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.9,3,3,0
Younus,younus@xyz.com,95%,g h raisoni institut of engineering and technology pune,,9.3,3,3,0
Neeraj ,neeraj@xyz.com,95%,government polytechnic gandhinagar,,9.6,3,3,0
Amaan,amaan@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.1,3,3,0
Misbah,misbah@xyz.com,95%,d y patil institute of mca and management akurdi pune,,7.3,2,2,0
Umair,umair@xyz.com,95%,ap shah institute of technology ,,7.5,3,3,0
saad,saad@xyz.com,95%,don bosco college of engineering fatorda goa,,7.6,2,2,0
Aditya ,aditya@xyz.com,95%,pillai college of engineering new panvel,,8,3,3,0
Yash ,yash@xyz.com,95%,st xavier's college ,,7.2,5,5,0
Snehal,snehal@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,5,5,0
Sayali,sayali@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,6.7,5,5,0
Akshaya,akshaya@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.1,5,5,0
Harshal,harshal@xyz.com,95%,government polytechnic gandhinagar,,7.1,3,3,0
Amruta,amruta@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.5,2,2,0
Gudelli Harsha Anirudh,gudelliharshaanirudh@xyz.com,95%,"vishwakarma institute of technology, pune",,9.2,3,3,0
Ayush,ayush@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,7.9,2,2,0
Aavula,aavula@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,5,5,0
Anubhav,anubhav@xyz.com,78%,st.francis institute of technology,,7.3,2,2,0
Sumit,sumit@xyz.com,95%,new horizon institute of technology and management ,,7.8,2,2,0
Prathmesh,prathmesh@xyz.com,95%,late g. n. sapkal college of engineering,,9.1,3,3,0
Saloni,saloni@xyz.com,95%,"symbiosis institute of technology, pune",,6.9,3,3,0
Ashlesha,ashlesha@xyz.com,95%,"mit academy of engineering ,alandi",,8.4,5,5,0
Tushar ,tushar@xyz.com,95%,a. c. patil college of engineering,,6.7,3,3,0
Abbas ,abbas@xyz.com,95%,wilson college ,,9.2,3,3,0
Shweta,shweta@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.3,2,2,0
Maha,maha@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.9,3,3,0
Aishwarya,aishwarya@xyz.com,95%,"thakur institute of management studies, career development & research - [timscdr]",,9.9,3,3,0
Pratik,pratik@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,7.6,2,2,0
Priya,priya@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.3,3,3,0
Srujan,srujan@xyz.com,95%,"vidyalankar institute of technology, mumbai",,6.4,2,2,0
Suraj,suraj@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,8.4,2,2,0
Radhika,radhika@xyz.com,95%,silicon institute of technology,,6.6,3,3,0
Hari,hari@xyz.com,95%,adhiyamaan college of engineering,,7.8,3,3,0
Praveen kumar,praveenkumar@xyz.com,95%,don bosco college of engineering fatorda goa,,8.7,5,5,0
Pratham ,pratham@xyz.com,95%,pillai college of engineering new panvel,,7.2,2,2,0
Rohit,rohit@xyz.com,95%,st xavier's college ,,7.1,5,5,0
Akash,akash@xyz.com,95%,"vidyalankar institute of technology, mumbai",,8,3,3,0
Chanchal,chanchal@xyz.com,95%,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,8.5,5,5,0
Bhakti,bhakti@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.5,3,3,0
DARSHANA,darshana@xyz.com,95%,government polytechnic gandhinagar,,9.1,5,5,0
Vanshika,vanshika@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,9.7,5,5,0
Naushad,naushad@xyz.com,95%,"vishwakarma institute of technology, pune",,8.7,3,3,0
vaishnavi,vaishnavi@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.5,5,5,0
Vaishnavi,vaishnavi@xyz.com,95%,g h raisoni institut of engineering and technology pune,,8.8,5,5,0
Nikita,nikita@xyz.com,95%,government polytechnic gandhinagar,,9.3,3,3,0
Swapanali,swapanali@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,7.6,3,3,0
Vinay,vinay@xyz.com,95%,"vishwakarma institute of technology, pune",,6.5,3,3,0
Aniket ,aniket@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,8.7,3,3,0
Devika ,devika@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,9.1,3,3,0
Pradip,pradip@xyz.com,95%,st.francis institute of technology,,9.2,3,3,0
Tirang ,tirang@xyz.com,95%,new horizon institute of technology and management ,,7.3,3,3,0
Dhrumil ,dhrumil@xyz.com,95%,late g. n. sapkal college of engineering,,7.6,3,3,0
Dipak,dipak@xyz.com,95%,"symbiosis institute of technology, pune",,7.1,3,3,0
Yukta ,yukta@xyz.com,95%,"mit academy of engineering ,alandi",,8.3,5,5,0
Prarthana,prarthana@xyz.com,95%,a. c. patil college of engineering,,9.2,3,3,0
rahul,rahul@xyz.com,95%,wilson college ,,9.9,3,3,0
Maithili,maithili@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,9.3,2,2,0
Hemant,hemant@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.1,3,3,0
Poornachandra,poornachandra@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,7.5,2,2,0
Umesh,umesh@xyz.com,95%,g h raisoni institut of engineering and technology pune,,7.3,5,5,0
Amit Bikram,amitbikram@xyz.com,95%,government polytechnic gandhinagar,,7.4,3,3,0
Shruthi ,shruthi@xyz.com,95%,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,8.3,2,2,0
Om,om@xyz.com,95%,"vishwakarma institute of technology, pune",,7.4,5,5,0
Nayana,nayana@xyz.com,95%,"kle society's college of bca, rls institute, belagavi",,6.7,3,3,0
Payal,payal@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.3,2,2,0
Andrew,andrew@xyz.com,95%,st.francis institute of technology,,9.7,3,3,0
Yash,yash@xyz.com,95%,new horizon institute of technology and management ,,7.9,3,3,0
Yash,yash@xyz.com,95%,late g. n. sapkal college of engineering,,7.2,3,3,0
Samvid,samvid@xyz.com,95%,"symbiosis institute of technology, pune",,7.1,2,2,0
Vedant,vedant@xyz.com,95%,"mit academy of engineering ,alandi",,8.7,3,3,0
Swithin,swithin@xyz.com,95%,a. c. patil college of engineering,,8.7,3,3,0
Shivesh,shivesh@xyz.com,95%,wilson college ,,8.2,3,3,0
Rashmi,rashmi@xyz.com,95%,"ld college of engineering, ahmedabad, gujarat ",,6.8,3,3,0
Sanket,sanket@xyz.com,95%,dkte society's textile and engineering institute ichalkaranji,,7.1,5,5,0
Prajwal ,prajwal@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,8.5,2,2,0
Ajinkya ,ajinkya@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,5,5,0
Manisha ,manisha@xyz.com,95%,chhattisgarh swami vivekananda technical university teaching department bhilai,,9.5,2,2,0
Sanjana,sanjana@xyz.com,95%,silicon institute of technology,,6.7,3,3,0
Kunal,kunal@xyz.com,95%,adhiyamaan college of engineering,,6.7,2,2,0
pratiksha,pratiksha@xyz.com,95%,don bosco college of engineering fatorda goa,,8.2,3,3,0
Rohit ,rohit@xyz.com,95%,pillai college of engineering new panvel,,6.5,5,5,0
Harish,harish@xyz.com,95%,st xavier's college ,,8.7,2,2,0
Vignesh,vignesh@xyz.com,95%,"vidyalankar institute of technology, mumbai",,9.1,3,3,0
SIVASHAKTHI KAMATCHI ,sivashakthikamatchi@xyz.com,95%,lokmanya tilak college of engineering koparkhairane navi mumbai,,8.9,5,5,0
Piyush ,piyush@xyz.com,95%,"priyadarshini college of engineering, nagpur ",,7.4,3,3,0
